miRNA,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,e1036,e1048,e1059,e1044,e1026,e1051,e1041,e1037,e1007,e1045,e1043,e1047,e1029,e1046,e1008,e1019,e1033,e1017,e1049,e1034,e1061,e1015,e1004,e1024,e1039,e1003,e1014,e1001,e1052,e1038,e1020,e1042,e1060,e1054,e1023,e1063,e1062,e1005,e1010,e1055,e1050,e1027,e1006,e1011,e1013,e1009,e1030,e1012,e1040,e1002,e1053,e1032,e1058,e1016,e1056,e1057,e1035,e1031,e1022,e1021
hsa-let-7i-5p,4.298289584,4.235417787,4.187795422,4.064141491,4.014345102,4.088083985,4.090007776,3.929634842,4.523566785,4.070026935,4.124222248,4.278484472,4.013489735,3.706546297,4.243657122,4.141287105,3.517650203,3.901004228,4.10792697,4.333168145,3.935211715,3.7622624,3.813680439,4.001140549,4.071292865,3.890233871,3.9630195,4.145679224,4.098925933,3.825386748,3.697858808,3.9876359,3.912791364,3.910621723,4.137534509,3.640328344,3.845889662,4.426362939,3.453722143,3.892538675,4.055015164,3.96924386,3.791132735,3.378923521,3.776923684,3.728057626,4.195792697,3.627817842,3.526894724,4.099082504,3.630197625,3.860085813,3.732951711,3.88981607,4.260225345,3.893798812,3.478897519,4.093298522,3.476503882,3.8915879,3.571166304,3.817960009,3.4779827,3.526518565,3.898156069,3.792178236,4.054010147,3.981524759,4.271932329,3.695344436,3.908852293,4.106872082,3.710517185,3.916000168,3.894670418,3.682422068,3.829791533,4.156319816,3.713739584,4.020286449,3.621694351,3.847244863,3.872499651,3.65850237,3.443608149,3.695912195,3.700337933,3.553771502,3.688416421,4.058018574,3.992955549,3.806343035,3.818943595,4.029881474,3.923144248,3.755884977,3.8224719,4.0433443,3.869841826,3.940302304,3.916112693,3.945064443,3.852700465,3.989019507,3.641276082,4.219908164,4.055711374,3.935749987,4.083563292,3.625964109,4.117628548,3.780231964,4.049903244,3.953514583,4.114454251,3.836654146,3.935803778,3.419700544,3.794142034,3.783220564,4.222721353,4.185632574,3.925508003,3.84502326,3.828103933,3.481034905,3.987709813,3.856125514,3.62793357,3.801823361,3.830173085,3.818200517,3.524280564,3.607989618,4.498043359,3.488439735,4.035764606,3.861490163,3.722298153,3.774454089,4.191562988,3.916307537,3.969052752,3.867328379,3.795465228,4.248164545,3.837691636,3.983399485,4.08835031,3.726181238,3.526132789,4.101353254,4.4849025,3.928074658,3.83252054,3.747898095,3.634494081,3.985411113,3.501755246,3.989387514,4.150846103,4.099194547,3.961873157,3.778642307,4.097401687,4.379460416,3.822196293,4.253685865,3.984402865,3.698519826,3.771125584,3.928314763,3.604650752,4.057639985,4.109570416,3.451273773,3.998239842,4.075089069,3.75540949
hsa-miR-1,1.506029074,2.363794585,1.47010101,1.59065473,2.112071781,1.836755716,2.032661116,1.715891779,1.267530715,2.15544119,2.414724474,1.847784089,2.22906047,-0.150154418,1.736994224,2.010682712,0.577275749,2.358547242,2.144539168,1.863838115,2.20500475,1.074003283,0.789783606,1.074265799,1.708277216,1.958377066,1.416583967,1.103183787,0.890675929,1.506029074,0.789783606,1.945396053,1.913574017,0.890675929,1.669609145,1.130857173,1.30523095,0.97311096,1.30523095,1.653165846,1.528903347,1.247169739,1.506291591,1.387403463,2.010682712,1.443994837,1.953828821,1.789737715,1.903792394,1.204338627,0.973373476,1.84204101,1.156438313,1.506291591,1.636364418,2.395946666,0.659710779,1.226398655,1.60949666,1.180884314,0.476645943,1.226398655,0.789783606,1.340028183,1.204338627,1.661724758,1.074003283,1.340028183,2.047165468,1.528903347,0.346310599,1.416846484,0.973373476,1.28651114,1.708277216,1.20407611,1.52864083,1.550175418,0.973373476,1.247169739,1.247169739,0.789783606,1.156438313,1.00930154,0.890938446,1.750696512,2.084164166,1.339765666,1.180884314,0.729408604,1.70106616,1.644976886,1.043071302,1.506291591,1.226136138,0.790046123,1.156438313,1.322964238,1.226398655,1.226398655,1.322701721,0.577275749,1.356471481,1.30523095,1.286773657,1.819691771,1.677874365,2.060709853,1.550175418,1.457101287,1.927487143,1.286773657,1.693466975,1.550437935,1.103446304,1.590392213,0.890675929,1.226398655,1.825189088,1.682916198,1.005609041,1.434170793,2.217271462,1.363048299,1.725654436,0.577047291,1.412523838,1.276001402,0.577047291,1.006259225,0.84743965,1.242708994,0.735866866,1.117832011,1.065742253,0.934486548,2.727801202,0.84743965,1.276001402,0.934486548,1.117832011,1.307225559,1.388224371,1.736437494,1.958353275,1.388224371,1.276001402,1.592340184,1.547043946,1.529791523,1.118482195,1.066392437,1.006259225,1.411873654,1.388874555,2.594670793,0.934486548,1.276651586,1.671270745,2.19699206,1.434820977,1.72630462,1.824829576,3.532084435,1.78284353,1.633440659,1.817436305,0.577697475,1.592340184,1.205529092,1.065742253,0.735866866,1.562318165,1.51245117,0.735216682,1.808573319,1.562318165,1.065742253,1.69357387
hsa-miR-7-5p,2.887044206,2.870912936,2.726789747,2.753257372,2.538030883,2.540670651,2.679473114,2.940220748,3.220959941,2.637239161,2.64261468,2.941834382,2.625173787,2.324783162,2.841496271,2.819938349,2.132711328,2.5242242,2.691981256,3.2642279,2.778275843,2.315886107,2.447733925,2.557882523,2.428934872,2.688149742,2.575756604,2.805559115,2.803349759,2.5142919,2.285397281,2.699544473,2.487588903,2.528412425,2.680453665,2.162644796,2.612694354,2.974476749,1.991123855,2.302079424,2.626214841,2.655251134,2.394347628,1.961531598,2.260327904,2.275569202,2.853502756,2.754910887,2.053424425,2.707898766,2.365019169,2.673542923,2.318145198,2.280441268,2.985715849,2.529729848,2.045061207,2.72414076,2.115032952,2.335807482,2.211352883,2.376988934,2.181625077,1.864422536,2.721475539,2.299665348,2.88886758,2.710648242,3.126666974,2.447664188,2.560540802,2.71699688,2.384789573,2.333638531,2.703347055,2.24733738,2.578241605,2.64261468,2.411039937,2.401915377,2.358978163,2.493719699,2.392522485,2.275569202,2.152871936,2.335807482,2.260327904,2.096750852,2.270570595,2.660409842,2.459217497,2.445988371,2.398112794,2.635000473,2.306730527,2.392452749,2.33796567,2.713380442,2.350624863,2.639327613,2.420113596,2.54610927,2.320322878,2.713380442,2.152871936,2.874619264,2.688149742,2.309037556,2.913623189,2.335807482,2.81277387,2.405546718,2.642544944,2.515655028,2.948758425,2.655251134,2.653170393,2.244607855,2.504127437,2.248406485,2.939176989,2.652420592,2.261626823,2.666065957,2.381514028,2.193364206,2.639176266,2.538082262,2.23863237,2.457834589,2.302360932,2.480333713,2.231308818,2.251327898,3.182202544,2.293008597,2.736549812,2.508291144,2.361046026,2.528380806,2.868613743,2.509432359,2.344606126,2.352073611,2.489604685,3.085652156,2.454798336,2.613152083,2.789762423,2.225548145,2.0390708,2.536183625,3.074333993,2.686127404,2.299675258,2.724175839,2.379973901,2.722106176,2.125455578,2.377596696,2.966969388,2.694984194,2.67621438,2.506315366,2.600447569,3.002609425,2.239943147,2.902256002,2.67544223,2.078247951,2.294895508,2.602370429,2.332709961,2.902633569,2.881213297,2.190969887,2.357808247,2.790593931,2.507146874
hsa-miR-10a-5p,3.097436721,3.174519648,2.889493866,2.686693885,3.142520939,3.265314773,3.036101579,3.536837381,2.568953664,3.225566484,3.252693553,3.146659765,3.100276936,2.925042583,3.068224937,3.450942661,2.799851643,3.246490291,3.756116771,3.351699955,3.065167896,3.057690573,3.036920476,3.131342136,3.322263742,3.783036527,3.23276912,3.324670755,3.20414905,2.870709935,2.76571966,3.563288649,2.805571053,3.098385511,2.911431463,2.972050757,3.440459854,3.201162498,3.189249217,3.404937959,3.622234374,2.188161066,3.248679635,2.92643335,3.187321723,3.829861478,3.101925246,3.354344579,3.016259245,3.39749348,3.988265999,3.432158635,3.495377896,3.291655487,3.039302999,3.269496567,3.553954807,4.026522418,3.760355692,2.459653467,3.597398529,3.411365116,3.252027158,3.270934842,2.978638793,3.293326048,3.31912898,3.728719526,3.142184828,3.638293358,2.942970733,2.727806889,2.81788609,2.914689776,3.191887158,2.96825824,3.617035439,3.133868406,3.472291654,2.928535061,3.089771342,2.919710479,3.262243833,3.568905944,3.229109951,3.268389657,3.455882318,3.823186544,2.998461359,2.996371846,2.940940878,3.05080422,3.059171078,3.101354043,2.95792618,1.731596881,2.685813988,3.276326012,3.398447968,3.508959703,3.590415517,3.146147031,2.841521843,3.260439389,3.431270072,2.715476061,3.308958999,3.004083056,3.055343777,3.693373506,2.923985375,3.678145934,3.237801191,3.27993564,3.15775407,3.246490291,2.901508227,3.289978517,3.472829034,2.938795654,2.712102293,3.092123355,3.635466455,2.719519304,3.248646854,3.272036454,3.148551279,2.737509413,3.130512691,3.020580762,3.259486195,3.340053407,3.321190987,3.348693972,2.349188558,3.042263456,3.534074018,3.599789979,3.356859204,3.356454682,2.963641018,2.64970647,3.014016081,3.734190794,3.233203972,2.307296105,3.863009818,3.093637401,3.262977932,3.417737415,3.157701738,3.147227679,3.130321613,3.342464389,3.214471051,2.890442032,4.082152623,3.151186059,3.556986241,3.367636978,3.209355335,3.473939534,3.560059264,3.315007599,3.524138332,3.222213675,3.611622352,2.424355156,2.666715025,3.108368717,3.317469882,2.878061596,2.935995942,3.151444091,2.724997531,2.700725804,3.283742547,3.32012544,3.123532358
hsa-miR-10b-5p,3.289450729,3.264865309,3.086872698,2.938651024,3.239174862,3.297412626,3.263922307,3.816228056,2.563366822,3.400037095,3.396313389,3.349481068,3.357510542,3.24438619,3.194049893,3.49503803,3.333544553,3.389246343,3.582209004,3.646905895,3.539382011,3.193312978,3.202257195,3.490527829,3.569440426,3.919807764,3.324986043,3.633091901,3.509236016,3.141556015,3.031173748,3.600947142,3.074541046,3.393617601,3.3007456,3.432722923,3.809683407,3.547526043,3.36913673,3.629577145,3.632176092,2.551638752,3.526524918,3.179835512,3.366898184,4.139381845,3.329761073,3.453316391,3.09898876,3.584738187,3.962707568,3.63657912,3.702193919,3.460547271,3.190151673,3.514339402,4.015534105,4.084026055,3.733374922,2.474368578,3.851837329,3.761885265,3.455528619,3.329731092,3.179642999,3.49118842,3.620419748,3.925601793,3.162018856,3.89634021,3.172554388,3.090599328,2.95906018,3.070521092,3.640174373,3.178503171,3.942672176,3.632267394,3.752443466,3.324024858,3.300455823,3.144240439,3.549352594,3.759883705,3.768812188,3.472588066,3.892337686,4.095321283,3.314437576,3.270016407,3.455569531,3.30161921,3.246352023,3.326329756,3.144651993,2.570885526,3.02690676,3.500704579,3.913754892,4.230157499,3.923787087,3.440760037,3.098871885,3.572653371,3.736972343,3.131140988,3.630662155,2.993240795,3.359672753,3.982913238,3.465869416,3.971608181,3.558289018,3.486352941,3.421506437,3.669899892,3.163577999,3.48929841,3.696455999,2.90436279,3.282517957,3.148367648,3.53196978,3.1404022,3.431961799,3.559254614,3.536080071,2.992789991,3.379367537,3.426380619,3.540459357,3.556299114,3.702458751,3.461038575,2.260082258,3.743312772,3.605854119,3.595350498,3.79791917,3.87725827,2.887277004,2.913797501,3.265189056,3.987153711,3.346540044,2.47237527,3.368304224,3.236850337,3.550812943,3.521028851,3.378111308,3.53334252,3.630503035,3.767009459,3.391220282,3.129868988,4.008881684,3.295494323,3.848383262,3.551863703,3.497755139,3.630718814,3.993507344,3.773150323,3.670432639,3.232218491,3.612404034,2.937019651,2.920163607,3.440113428,4.063927815,3.306253765,3.325385654,3.496705812,2.745891921,2.993843498,3.74084814,3.477528056,3.527237136
hsa-miR-15b-3p,1.237800168,1.577620254,1.236584897,1.734530896,0.987656412,1.064031535,1.282638333,1.186460094,1.762912675,1.065246806,1.323199386,1.129633279,1.360228727,1.597168561,1.637098597,1.064031535,1.360228727,1.282638333,1.359013456,1.802223892,0.770264886,1.425830471,1.750173616,1.359013456,1.394292418,1.064031535,1.689274339,1.55579142,2.156809622,1.323199386,1.839424162,0.98644114,1.531566818,2.178092504,1.360228727,1.236584897,1.531566818,1.861827701,0.769049615,1.455191695,1.359013456,1.750173616,1.359013456,1.360228727,1.064031535,1.282638333,2.291340483,1.186460094,0.892693444,1.776423935,0.98644114,1.455191695,1.187675365,1.129633279,2.171655462,1.186460094,1.360228727,1.635883326,0.98644114,1.655210648,1.359013456,1.86061243,1.237800168,0.301514332,1.507241971,1.129633279,1.508457242,1.186460094,1.597168561,1.186460094,1.861827701,1.597168561,1.359013456,1.598383833,1.532782089,0.770264886,1.360228727,1.975992525,1.236584897,1.720812391,1.237800168,2.098421084,1.577620254,1.323199386,0.891478173,0.770264886,1.481442015,0.597711524,1.55579142,1.883110584,1.814560087,1.393077147,1.838208891,1.653995377,1.618181307,1.453976423,1.323199386,1.576404982,1.453976423,1.554576148,0.597711524,2.000317372,1.554576148,1.704120179,0.98644114,1.67136795,0.98644114,1.655210648,1.323199386,0.302729603,1.814560087,1.453976423,1.653995377,1.688059068,1.789519398,1.98425626,2.287344501,1.281423061,1.237800168,1.336339349,2.28603113,1.787201453,1.381359567,1.173966433,1.565462758,0.781210593,1.444255194,1.322168218,1.105299355,1.257963785,1.934042696,0.923053784,0.864384636,1.105299355,1.662048759,1.086377686,1.558685703,0.720580085,1.12346395,1.739362053,1.939978132,1.401104171,1.625251647,1.516735955,1.619316211,1.405909023,1.568813728,1.273689756,1.063880975,1.442620269,1.452904109,2.029011022,2.344339302,1.723019001,1.244608283,1.79666679,1.149416976,1.301837618,1.073860593,1.330768061,1.595156904,1.782380757,1.472474967,1.53497352,1.597909011,1.998021428,1.457167562,2.278437573,1.316384009,1.186872923,1.189625031,1.582455256,0.911833886,1.691012766,1.680692905,0.882529891,1.45991967,1.562086874,1.292480893
hsa-miR-15b-5p,2.179572335,2.162370909,1.897426046,1.765538682,1.325671739,1.221329586,1.855466804,0.960704333,2.364362671,1.479034231,1.591845175,1.382439645,1.743550716,1.936189063,2.24945195,1.499365246,1.557428547,1.539128835,1.889235736,1.943539299,1.591845175,1.653375435,1.623709996,1.433083796,1.557428547,1.433083796,1.557428547,1.864332651,2.053055741,1.293806917,1.520015542,1.135045538,1.538481138,2.023794228,1.873019376,1.408506917,1.556780849,2.162370909,0.488324872,1.719656885,1.77642479,2.101178019,1.325024041,1.6811256,0.960704333,1.293806917,2.321832485,1.325024041,0.787010827,1.765538682,0.662666076,1.409154615,1.221977284,1.221329586,2.276554418,1.325024041,1.135693236,1.433083796,1.221329586,1.958520934,1.742903018,1.680477902,1.325671739,0.882310017,1.35468948,1.519367844,1.409154615,1.221329586,1.921100556,0.662666076,2.075110746,1.836519395,1.478386533,1.135693236,1.221977284,1.221977284,1.479034231,2.223608566,1.325024041,2.120950621,1.325671739,1.82771664,1.707192873,1.409154615,1.084401387,1.085049085,1.591197478,1.027633481,1.520015542,2.035738838,1.913352989,1.574333422,1.998213267,1.556780849,1.591845175,1.258742591,1.557428547,1.66682665,1.680477902,2.069054444,1.085049085,1.864332651,1.433083796,1.742903018,0.960704333,1.680477902,0.960704333,1.608072698,1.409154615,1.027633481,1.731122054,1.408506917,1.863684953,1.754369786,1.827068942,1.929358689,2.047360581,1.180348275,1.325671739,1.64899377,2.204611295,1.710440267,1.496441937,1.437585016,1.564387266,1.095616829,1.598695801,1.548357421,0.885401974,1.483052937,1.654266082,0.992473069,0.83251443,1.589872523,2.13992794,1.298965112,2.027119633,0.741964839,1.12501253,1.584891993,2.211917077,1.73959285,2.118066989,1.552793674,1.679222114,1.953319852,1.627811814,1.377727477,0.930869895,1.599667863,1.483052937,2.101894381,2.302240185,1.864628475,1.48930513,1.969384584,1.165728118,1.443554392,0.972879969,1.325840551,1.547385359,1.816034735,1.589872523,1.470276038,1.632332594,2.179345228,1.563415204,2.059729622,1.671059434,1.257895222,1.298965112,1.70568473,1.326812613,1.666920697,1.84005896,0.973852031,1.84005896,1.691189515,1.430532511
hsa-miR-16-2-3p,2.871927854,3.135184773,2.951063138,2.865783293,2.612666784,2.5804502,3.147260598,2.55763581,2.886962359,2.740220016,2.925517093,2.608619389,2.758911487,3.319249042,3.069807156,2.942986111,3.549982048,2.681843596,2.845684621,3.256555214,2.74779727,2.871229969,3.13332426,2.875481217,2.955681531,2.920241212,3.240608491,3.331498082,3.712078363,2.705351238,3.255623527,2.789069347,2.874109509,3.710676578,3.125798206,2.898784412,3.245973303,3.462820289,2.468080095,3.261701057,3.237425569,3.016630152,2.819902793,3.289804659,2.533502909,3.097929149,3.601175288,2.931768463,2.600826111,3.564758518,2.497864782,3.227719583,2.862049716,2.638645582,3.790633432,2.74748757,3.322822871,3.149655768,2.590052569,2.955681531,3.222778743,3.32442313,3.170412778,2.742810201,2.779701919,3.349153473,3.254787879,2.86437931,3.37993411,2.5472488,3.677672789,3.422136794,3.027596808,2.942346953,3.155475269,3.003607753,3.210098271,3.77348198,3.04847379,3.514250923,2.774166973,3.674111943,3.270386171,3.038719776,2.970052074,3.005637817,3.216167769,3.07925161,3.014652944,3.810603135,3.407644816,3.36259337,3.756261966,3.329995436,3.108747485,2.536596884,2.859902233,3.174476019,3.567118324,3.328840654,2.764359625,3.852097542,2.803145286,3.695049816,2.681080762,3.22486048,3.044381039,3.024446702,3.0479712,2.997457684,3.127033253,3.261203798,3.42892558,3.367892664,3.614640695,3.82144136,3.777010827,2.770119577,2.909257852,2.950207822,3.375119061,3.300328669,3.169853645,2.622863045,3.00160477,2.460937974,2.962662537,2.917425485,2.545738574,3.172349706,3.532829151,2.848420056,2.723368985,2.912787852,3.344853673,2.64426933,3.265954515,2.58008322,2.768705912,3.354320767,3.437407538,3.009939674,3.116767225,3.164303183,2.996076543,3.166873158,3.213538898,2.813123938,2.759472295,3.140406916,2.969782779,3.608357493,3.779007999,3.372115861,3.127318354,3.253220008,3.237182982,3.287794586,2.625107362,3.064010815,3.517976096,3.470268632,3.258206199,3.370629364,3.298578972,3.500639406,3.319085837,3.108976294,3.271175799,2.874506958,2.930704012,3.306978483,2.658251523,3.328158098,3.055704047,2.365358991,3.197398546,3.275974315,3.055704047
hsa-miR-16-5p,3.111528421,2.948247976,2.469450366,2.515815505,2.234102134,2.317912964,2.683499033,1.84341872,3.052509685,2.201041009,2.424706974,2.370580489,2.384261142,2.551988974,3.021931964,2.393331159,2.442374865,2.432366387,2.55773766,2.711809361,2.205312769,2.33339526,2.847024107,2.430504541,2.59005312,2.049210697,2.676309185,2.869040971,3.114203151,2.201041009,2.620732335,2.297700827,2.250417797,3.244675165,2.48924866,2.188646267,2.758744324,3.190373417,1.720687974,2.456971281,2.710468312,3.001029753,2.297700827,2.615766097,2.175172837,2.473407329,3.289419662,1.997639173,1.888874587,2.951255481,2.137074741,2.715131602,2.531586147,2.230779892,3.268858312,2.474083763,2.174496404,2.467115151,2.197403596,2.694762726,2.739062273,2.804395204,2.39816237,1.9391722,2.307923514,2.583609853,2.54743772,2.084257549,2.990514475,1.586055217,2.996866313,2.722392399,2.565287017,2.59005312,2.73838584,2.072207699,2.767586784,3.279661106,2.324448188,2.704386232,2.253565422,3.150028769,2.848983178,2.541560425,2.201717443,2.155861596,2.671147507,2.165278129,2.80910447,3.277462681,2.945796882,2.868782821,3.044441314,2.587184174,2.47109676,2.361734696,2.586507741,2.778730296,2.910684636,2.631175386,2.447294602,3.019290316,2.430504541,3.026541226,1.990743725,2.715808036,2.089835355,2.815481067,2.454572086,2.366975269,2.621408768,2.653151061,3.029791812,2.864079748,3.109513685,3.130431438,3.329360596,2.443051299,2.624012139,2.663172671,3.039375916,2.700222274,2.648195537,2.110264107,2.572077851,1.854387117,2.430022466,2.429744927,1.750719327,2.290754771,2.422757672,1.958192585,1.66149205,2.384560575,2.872859466,2.211634691,2.784952957,1.74107423,2.263397525,2.597749985,3.165958768,2.847342652,3.179571404,2.618726938,2.726181681,2.913144852,2.85518481,2.475645633,2.136674555,2.628660557,2.539314894,2.9528858,3.283810284,3.038786256,2.557475637,2.837142932,2.473380886,2.5546599,1.971634479,2.379576277,2.712830048,2.799741833,2.677116078,2.679920994,2.834097797,3.150535502,2.664261922,2.932725929,2.696569718,2.534896024,2.595634282,2.884122764,2.513934962,2.909948316,2.935052525,1.974461101,2.745020242,2.967571822,2.597749985
hsa-miR-17-5p,2.305993074,2.173631868,1.999578207,1.929828301,2.017857217,2.147183892,2.0360803,1.645396247,2.865039759,2.086720778,2.097244014,2.325959293,2.005287555,1.659319769,2.318921917,1.966045925,1.734199292,2.092012987,2.286588494,2.379253613,1.778378624,1.788780892,2.005287555,1.898610494,2.141786053,1.865078212,1.846622775,2.268407204,2.261224851,1.889748605,1.958321712,2.097952912,1.71108802,2.030087116,2.092012987,1.616193939,2.059998323,2.408270422,1.495968905,1.798949382,1.993067609,2.081365937,1.809603268,1.685234946,1.698690567,1.798949382,2.334580184,1.331761885,1.615485041,2.065619249,1.78948979,2.070462307,1.951195915,2.042704037,2.347436891,2.132968732,1.495260007,2.108236962,1.757536843,1.82815169,1.685943843,1.78948979,1.658610871,1.454806109,1.966045925,1.890457503,2.151115843,1.79965828,2.439324459,1.495968905,1.745655062,2.319630815,1.937307459,2.064910352,2.137048013,1.734199292,1.992358711,2.27897139,1.685943843,1.88144601,1.846622775,2.302702305,2.215558018,1.951195915,1.882154908,1.855583043,1.73490819,1.83748148,2.146474994,2.328381748,2.142494951,1.95903061,2.142494951,1.906619176,1.972245234,1.779087522,1.936598561,2.232006895,2.048542554,1.937307459,2.107528064,2.164759452,1.898610494,2.276186226,1.616193939,2.293392814,2.054306691,2.092012987,2.328381748,1.972245234,2.341403752,2.118292458,2.353390645,2.265539176,2.393007824,2.328381748,2.364359266,1.922223438,2.18662258,1.893400122,2.224002838,2.190518008,2.14349773,1.792011143,1.952015587,1.45890015,1.905759898,1.920675667,1.598516365,1.766906268,1.717120726,1.530357727,1.475629145,1.865683093,2.306570965,1.495309864,1.865683093,1.196617274,1.792011143,1.894149605,2.413340071,2.187005501,2.155158175,1.949444048,2.043588717,2.318497944,2.033252707,1.832053545,1.730496554,2.077745495,1.836723728,2.187581651,2.563624754,2.337332121,1.945069842,1.780567326,1.938891866,2.015313826,1.726661053,2.065226262,2.1530641,2.223611992,2.106261915,2.178027793,2.315127358,2.432584527,2.231068037,2.274923075,2.23972369,2.173161476,2.200869288,2.286073246,2.029745474,2.498099868,2.442472047,1.666818572,1.962623878,2.459193031,2.162742186
hsa-miR-19a-3p,1.764050661,1.82130064,1.226388518,1.292478769,1.322613713,1.103048287,1.52412212,0.458193185,1.793075445,1.52412212,1.400781889,1.400226808,1.46687214,1.052550227,1.793630526,1.400226808,1.261260947,1.505875196,1.731722678,1.742577384,1.400781889,1.148775423,1.709707391,1.69740533,1.951288105,1.322058633,1.709707391,1.774139079,1.995138931,1.42396256,0.851596901,1.619237154,1.505320116,1.57462018,1.445953944,1.189083436,1.646907269,1.830140912,0.161014664,1.103603368,1.773583999,1.863784674,1.589657289,1.148775423,1.349728748,1.558439468,1.944640871,1.052550227,0.632586556,1.742577384,1.349728748,1.732277759,1.376275906,1.486261957,1.982505926,1.541068978,1.103603368,1.69740533,1.322058633,1.189638516,1.322058633,1.103048287,0.929765077,0.755371705,1.400226808,1.322058633,1.486817038,1.322058633,1.646907269,0.632031476,1.647462349,1.445398863,1.604702271,1.774139079,1.95783385,1.103603368,1.605257352,2.086018628,1.445398863,1.486817038,1.322613713,1.793630526,1.793630526,1.505875196,0.632031476,0.995855328,1.400226808,1.189638516,1.764050661,1.871798701,1.685327404,1.322058633,1.322058633,1.633295396,1.505875196,1.46631706,1.783995558,1.863229593,1.633295396,2.060674101,1.445953944,1.812274244,1.589657289,2.023369019,0.851041821,1.811719164,1.292478769,2.001052652,1.42396256,0.995855328,1.982505926,1.574065099,1.773583999,1.685327404,1.773583999,1.894979372,1.764050661,1.375720825,1.753719126,1.076628354,1.729598837,1.176869025,1.832216483,1.366912688,1.684651018,0.730796084,1.571209235,1.315752311,0.897386593,1.128995257,1.45437103,0.729766109,0.923310616,1.130025233,1.665317328,1.176869025,1.584256287,0.973792043,1.281968612,1.520632965,1.940164969,1.623928878,1.304773856,1.375444475,1.821916297,1.746378368,1.94808099,1.326466198,1.41175892,0.897386593,1.314722336,1.51960299,1.841253461,1.915534405,1.128995257,1.617443561,1.219244389,1.428861214,0.948723521,1.806770698,1.806770698,1.688325899,1.69861881,1.491364624,1.842283437,1.950688651,1.453341055,2.298790144,1.540693728,1.420392295,1.69861881,1.664287352,1.553581725,2.046244325,1.814914502,1.492394599,1.789501596,1.811371815,1.42142227
